antecedent,consequent,support,confidence,lift
['brown_bread'],['bottled_water'],0.0015371249081066632,0.04085257548845471,0.6732126509182245
['bottled_water'],['brown_bread'],0.0015371249081066632,0.025330396475770924,0.6732126509182245
['beverages'],['sausage'],0.0015371249081066632,0.09274193548387097,1.536763655199514
['sausage'],['beverages'],0.0015371249081066632,0.02547065337763012,1.536763655199514
['chewing_gum'],['other_vegetables'],0.0010693042839002875,0.08888888888888889,0.7279936751201119
['yogurt'],['ham'],0.0012697988371315912,0.014785992217898832,0.8642296935797664
['ham'],['yogurt'],0.0012697988371315912,0.07421875,0.8642296935797665
['margarine'],['shopping_bags'],0.0010024727661565194,0.03112033195020747,0.654007762599655
['shopping_bags'],['margarine'],0.0010024727661565194,0.021067415730337078,0.654007762599655
['newspapers'],['frankfurter'],0.0010693042839002875,0.027491408934707903,0.7280600918407688
['frankfurter'],['newspapers'],0.0010693042839002875,0.02831858407079646,0.7280600918407687
['domestic_eggs'],['citrus_fruit'],0.0012697988371315912,0.03423423423423423,0.644335656411128
['citrus_fruit'],['domestic_eggs'],0.0012697988371315912,0.02389937106918239,0.6443356564111282
['yogurt'],['berries'],0.001403461872619127,0.01634241245136187,0.7500966794776922
['berries'],['yogurt'],0.001403461872619127,0.06441717791411043,0.7500966794776921
['whole_milk'],['butter'],0.004678206242063757,0.029623360135421075,0.84108982486965
['butter'],['whole_milk'],0.004678206242063757,0.13282732447817835,0.84108982486965
['root_vegetables'],['hamburger_meat'],0.0012697988371315912,0.01825168107588857,0.8351679019526626
['hamburger_meat'],['root_vegetables'],0.0012697988371315912,0.0581039755351682,0.8351679019526626
['soda'],['grapes'],0.001403461872619127,0.014452856159669649,1.0011948459126712
['grapes'],['soda'],0.001403461872619127,0.09722222222222222,1.0011948459126712
['frozen_vegetables'],['yogurt'],0.0020717770500568067,0.07398568019093078,0.8615157452894142
['yogurt'],['frozen_vegetables'],0.0020717770500568067,0.024124513618677044,0.8615157452894143
['dessert'],['rolls/buns'],0.002004945532313039,0.08498583569405099,0.772565649750963
['rolls/buns'],['dessert'],0.002004945532313039,0.018226002430133656,0.7725656497509629
['yogurt'],['shopping_bags'],0.003542070440419702,0.04124513618677043,0.8667850741048397
['shopping_bags'],['yogurt'],0.003542070440419702,0.07443820224719101,0.8667850741048397
['yogurt'],['soft_cheese'],0.0012697988371315912,0.014785992217898832,1.4749520103761349
['soft_cheese'],['yogurt'],0.0012697988371315912,0.12666666666666668,1.474952010376135
['ham'],['tropical_fruit'],0.0011361358016440553,0.06640625,0.9799178685897437
['tropical_fruit'],['ham'],0.0011361358016440553,0.016765285996055226,0.9799178685897434
['soda'],['coffee'],0.0024727661565194146,0.025464556090846524,0.8055521200577939
['coffee'],['soda'],0.0024727661565194146,0.07822410147991543,0.805552120057794
['whole_milk'],['newspapers'],0.005613847490476508,0.03554803216250529,0.9139264694975371
['newspapers'],['whole_milk'],0.005613847490476508,0.14432989690721648,0.9139264694975372
['yogurt'],['chewing_gum'],0.001403461872619127,0.01634241245136187,1.358508430609598
['chewing_gum'],['yogurt'],0.001403461872619127,0.11666666666666667,1.358508430609598
['soda'],['chocolate'],0.001670787943594199,0.017205781142463867,0.7293204057639854
['chocolate'],['soda'],0.001670787943594199,0.0708215297450425,0.7293204057639855
['soda'],['bottled_beer'],0.0029405867807257902,0.030282174810736407,0.6683070526446148
['bottled_beer'],['soda'],0.0029405867807257902,0.06489675516224189,0.6683070526446149
['frankfurter'],['root_vegetables'],0.002205440085544343,0.0584070796460177,0.8395246231924715
['root_vegetables'],['frankfurter'],0.002205440085544343,0.03170028818443804,0.8395246231924716
['dessert'],['other_vegetables'],0.0020717770500568067,0.08781869688385269,0.7192288787482691
['other_vegetables'],['dessert'],0.0020717770500568067,0.016967706622879036,0.7192288787482691
['soda'],['sliced_cheese'],0.0011361358016440553,0.01169993117687543,0.8336479533313669
['sliced_cheese'],['soda'],0.0011361358016440553,0.08095238095238096,0.8336479533313671
['rolls/buns'],['whipped/sour_cream'],0.0029405867807257902,0.026731470230862697,0.6115947845021384
['whipped/sour_cream'],['rolls/buns'],0.0029405867807257902,0.0672782874617737,0.6115947845021384
['soda'],['butter_milk'],0.001403461872619127,0.014452856159669649,0.8222740939815093
['butter_milk'],['soda'],0.001403461872619127,0.07984790874524715,0.8222740939815094
['bottled_beer'],['fruit/vegetable_juice'],0.001670787943594199,0.03687315634218289,1.083954888699573
['fruit/vegetable_juice'],['bottled_beer'],0.001670787943594199,0.04911591355599214,1.0839548886995727
['dessert'],['sausage'],0.0014702933903628951,0.06232294617563739,1.0327112332514532
['sausage'],['dessert'],0.0014702933903628951,0.024363233665559248,1.0327112332514534
['root_vegetables'],['salty_snack'],0.0010693042839002875,0.01536983669548511,0.8184301298026467
['salty_snack'],['root_vegetables'],0.0010693042839002875,0.05693950177935943,0.8184301298026465
['whole_milk'],['white_bread'],0.003141081333957094,0.019889970376639865,0.829007316840285
['white_bread'],['whole_milk'],0.003141081333957094,0.1309192200557103,0.829007316840285
['root_vegetables'],['pip_fruit'],0.0026732607097507185,0.03842459173871278,0.7833067659214704
['pip_fruit'],['root_vegetables'],0.0026732607097507185,0.05449591280653951,0.7833067659214703
['frozen_fish'],['whole_milk'],0.0010693042839002875,0.1568627450980392,0.9932870312746344
['pip_fruit'],['whipped/sour_cream'],0.001670787943594199,0.0340599455040872,0.7792644718312794
['whipped/sour_cream'],['pip_fruit'],0.001670787943594199,0.0382262996941896,0.7792644718312792
['root_vegetables'],['sausage'],0.003341575887188398,0.04803073967339097,0.7958847815425792
['sausage'],['root_vegetables'],0.003341575887188398,0.05537098560354374,0.7958847815425791
['beef'],['canned_beer'],0.0010024727661565194,0.02952755905511811,0.6293744531933508
['canned_beer'],['beef'],0.0010024727661565194,0.021367521367521368,0.629374453193351
['frankfurter'],['cream_cheese_'],0.0010024727661565194,0.02654867256637168,1.1221688915554222
['cream_cheese_'],['frankfurter'],0.0010024727661565194,0.0423728813559322,1.1221688915554222
['yogurt'],['sausage'],0.005747510525964045,0.0669260700389105,1.1089864739670185
['sausage'],['yogurt'],0.005747510525964045,0.09523809523809523,1.1089864739670185
['yogurt'],['pork'],0.0030742498162133263,0.0357976653696498,0.9651179584253514
['pork'],['yogurt'],0.0030742498162133263,0.08288288288288288,0.9651179584253514
['root_vegetables'],['domestic_eggs'],0.002004945532313039,0.02881844380403458,0.7769556299815666
['domestic_eggs'],['root_vegetables'],0.002004945532313039,0.05405405405405406,0.7769556299815665
['yogurt'],['chicken'],0.001804450979081735,0.021011673151750974,0.7539512358984409
['chicken'],['yogurt'],0.001804450979081735,0.06474820143884892,0.7539512358984408
['napkins'],['citrus_fruit'],0.001403461872619127,0.0634441087613293,1.1941059111896482
['citrus_fruit'],['napkins'],0.001403461872619127,0.026415094339622643,1.1941059111896484
['other_vegetables'],['waffles'],0.0017376194613379669,0.014230979748221127,0.768729783294703
['waffles'],['other_vegetables'],0.0017376194613379669,0.09386281588447654,0.768729783294703
['tropical_fruit'],['canned_beer'],0.0025395976742631824,0.03747534516765286,0.798780042369786
['canned_beer'],['tropical_fruit'],0.0025395976742631824,0.05413105413105413,0.7987800423697861
['yogurt'],['domestic_eggs'],0.0020717770500568067,0.024124513618677044,0.6504055806779543
['domestic_eggs'],['yogurt'],0.0020717770500568067,0.055855855855855854,0.6504055806779542
['specialty_chocolate'],['rolls/buns'],0.0012697988371315912,0.0794979079497908,0.7226775192300848
['rolls/buns'],['specialty_chocolate'],0.0012697988371315912,0.011543134872417983,0.7226775192300848
['whole_milk'],['grapes'],0.0019381140145692708,0.012272534913245875,0.850157129198602
['grapes'],['whole_milk'],0.0019381140145692708,0.13425925925925927,0.8501571291986021
['rolls/buns'],['processed_cheese'],0.0014702933903628951,0.013365735115431349,1.3157335166592057
['processed_cheese'],['rolls/buns'],0.0014702933903628951,0.14473684210526316,1.315733516659206
['yogurt'],['curd'],0.0022722716032881106,0.026459143968871595,0.7855320857266384
['curd'],['yogurt'],0.0022722716032881106,0.06746031746031746,0.7855320857266382
['onions'],['other_vegetables'],0.0015371249081066632,0.07590759075907591,0.6216777671198975
['other_vegetables'],['onions'],0.0015371249081066632,0.012588943623426382,0.6216777671198975
['citrus_fruit'],['white_bread'],0.0011361358016440553,0.021383647798742137,0.8912632925141466
['white_bread'],['citrus_fruit'],0.0011361358016440553,0.04735376044568245,0.8912632925141465
['chicken'],['tropical_fruit'],0.001403461872619127,0.050359712230215826,0.7431285740638259
['tropical_fruit'],['chicken'],0.001403461872619127,0.020710059171597635,0.7431285740638259
['root_vegetables'],['chocolate'],0.0012029673193878234,0.01729106628242075,0.7329354809741124
['chocolate'],['root_vegetables'],0.0012029673193878234,0.05099150141643059,0.7329354809741123
['yogurt'],['rolls/buns'],0.007819287576020852,0.09105058365758754,0.8276973774413624
['rolls/buns'],['yogurt'],0.007819287576020852,0.07108140947752126,0.8276973774413623
['bottled_beer'],['bottled_water'],0.0025395976742631824,0.05604719764011799,0.9236059672787286
['bottled_water'],['bottled_beer'],0.0025395976742631824,0.04185022026431718,0.9236059672787285
['pasta'],['whole_milk'],0.0010693042839002875,0.1322314049586777,0.8373163404133281
['yogurt'],"['whole_milk', 'rolls/buns']",0.0013366303548753592,0.01556420233463035,1.1142926293448512
['rolls/buns'],"['whole_milk', 'yogurt']",0.0013366303548753592,0.012150668286755772,1.0886853267947703
"['rolls/buns', 'yogurt']",['whole_milk'],0.0013366303548753592,0.17094017094017094,1.0824281751069733
"['whole_milk', 'yogurt']",['rolls/buns'],0.0013366303548753592,0.11976047904191617,1.0886853267947703
"['whole_milk', 'rolls/buns']",['yogurt'],0.0013366303548753592,0.09569377990430622,1.1142926293448514
['beef'],['domestic_eggs'],0.0011361358016440553,0.03346456692913386,0.9022167837128469
['domestic_eggs'],['beef'],0.0011361358016440553,0.03063063063063063,0.9022167837128467
['specialty_bar'],['yogurt'],0.0012029673193878234,0.0861244019138756,1.0028633664103663
['yogurt'],['specialty_bar'],0.0012029673193878234,0.014007782101167316,1.002863366410366
['frozen_vegetables'],['bottled_beer'],0.001403461872619127,0.050119331742243436,1.1060996472849387
['bottled_beer'],['frozen_vegetables'],0.001403461872619127,0.030973451327433628,1.1060996472849387
['whole_milk'],['chocolate'],0.0029405867807257902,0.018620397799407534,0.7892833208853681
['chocolate'],['whole_milk'],0.0029405867807257902,0.12464589235127478,0.789283320885368
['sliced_cheese'],['other_vegetables'],0.001403461872619127,0.1,0.818992884510126
['other_vegetables'],['sliced_cheese'],0.001403461872619127,0.011494252873563218,0.8189928845101259
['misc._beverages'],['sausage'],0.0010693042839002875,0.06779661016949153,1.1234116035062034
['sausage'],['misc._beverages'],0.0010693042839002875,0.017718715393133997,1.1234116035062034
['tropical_fruit'],['pip_fruit'],0.0020717770500568067,0.03057199211045365,0.6232271361699154
['pip_fruit'],['tropical_fruit'],0.0020717770500568067,0.04223433242506812,0.6232271361699155
['bottled_water'],['shopping_bags'],0.002004945532313039,0.03303964757709251,0.694343043112409
['shopping_bags'],['bottled_water'],0.002004945532313039,0.042134831460674156,0.694343043112409
['soda'],['dessert'],0.0014702933903628951,0.015141087405368204,0.6418019570723071
['dessert'],['soda'],0.0014702933903628951,0.06232294617563739,0.6418019570723071
['frankfurter'],['shopping_bags'],0.0015371249081066632,0.04070796460176991,0.8554961718206224
['shopping_bags'],['frankfurter'],0.0015371249081066632,0.032303370786516857,0.8554961718206227
['sliced_cheese'],['whole_milk'],0.0014702933903628951,0.10476190476190476,0.6633738387441308
['whole_milk'],['rolls/buns'],0.013967787208447505,0.08844688954718578,0.8040284376030018
['rolls/buns'],['whole_milk'],0.013967787208447505,0.12697448359659783,0.8040284376030019
['whole_milk'],['butter_milk'],0.001670787943594199,0.010579771476936098,0.6019206106821097
['butter_milk'],['whole_milk'],0.001670787943594199,0.09505703422053231,0.6019206106821097
['beef'],['rolls/buns'],0.001603956425850431,0.047244094488188976,0.4294735029324251
['rolls/buns'],['beef'],0.001603956425850431,0.014580801944106925,0.4294735029324251
['other_vegetables'],['rolls/buns'],0.010559379803515338,0.08648056923918993,0.7861535586427697
['rolls/buns'],['other_vegetables'],0.010559379803515338,0.0959902794653706,0.7861535586427697
['processed_cheese'],['whole_milk'],0.0014702933903628951,0.14473684210526316,0.916503329843865
['sausage'],['pip_fruit'],0.002138608567800575,0.035437430786267994,0.7224118213282398
['pip_fruit'],['sausage'],0.002138608567800575,0.043596730245231606,0.7224118213282398
['domestic_eggs'],['rolls/buns'],0.003408407404932166,0.0918918918918919,0.8353453088568521
['rolls/buns'],['domestic_eggs'],0.003408407404932166,0.030984204131227218,0.8353453088568521
['sausage'],"['whole_milk', 'soda']",0.0010693042839002875,0.017718715393133997,1.523707692111862
['soda'],"['sausage', 'whole_milk']",0.0010693042839002875,0.011011699931176875,1.2296124333596983
"['sausage', 'soda']",['whole_milk'],0.0010693042839002875,0.1797752808988764,1.1383739010113787
"['whole_milk', 'soda']",['sausage'],0.0010693042839002875,0.09195402298850575,1.523707692111862
"['sausage', 'whole_milk']",['soda'],0.0010693042839002875,0.11940298507462686,1.2296124333596985
['tropical_fruit'],['rolls/buns'],0.006081668114682885,0.08974358974358974,0.8158161198865937
['rolls/buns'],['tropical_fruit'],0.006081668114682885,0.05528554070473876,0.8158161198865939
['chicken'],['rolls/buns'],0.0028737552629820224,0.10311750599520383,0.9373920062006288
['rolls/buns'],['chicken'],0.0028737552629820224,0.02612393681652491,0.9373920062006289
['whole_milk'],['pip_fruit'],0.006616320256633028,0.04189589504866695,0.8540712229062718
['pip_fruit'],['whole_milk'],0.006616320256633028,0.13487738419618528,0.8540712229062719
['semi-finished_bread'],['other_vegetables'],0.0010024727661565194,0.1056338028169014,0.8651333287078794
['whole_milk'],['beef'],0.004678206242063757,0.029623360135421075,0.8725479088706802
['beef'],['whole_milk'],0.004678206242063757,0.1377952755905512,0.8725479088706803
['butter_milk'],['rolls/buns'],0.0012697988371315912,0.07224334600760456,0.6567297608212558
['rolls/buns'],['butter_milk'],0.0012697988371315912,0.011543134872417983,0.6567297608212558
['soda'],['whipped/sour_cream'],0.003408407404932166,0.03509979353062629,0.803055367888014
['whipped/sour_cream'],['soda'],0.003408407404932166,0.0779816513761468,0.8030553678880141
['UHT-milk'],['tropical_fruit'],0.0015371249081066632,0.071875,1.0606169871794873
['tropical_fruit'],['UHT-milk'],0.0015371249081066632,0.022682445759368838,1.0606169871794873
['frankfurter'],['brown_bread'],0.0015371249081066632,0.04070796460176991,1.081906348732297
['brown_bread'],['frankfurter'],0.0015371249081066632,0.04085257548845471,1.081906348732297
['chicken'],['domestic_eggs'],0.0010024727661565194,0.03597122302158273,0.9697971352647612
['domestic_eggs'],['chicken'],0.0010024727661565194,0.02702702702702703,0.9697971352647613
['yogurt'],['root_vegetables'],0.00427721713560115,0.049805447470817124,0.7158875220997469
['root_vegetables'],['yogurt'],0.00427721713560115,0.06147934678194044,0.7158875220997469
['chocolate'],['rolls/buns'],0.002806923745238254,0.11898016997167139,1.0815919096513482
['rolls/buns'],['chocolate'],0.002806923745238254,0.02551640340218712,1.0815919096513482
['whole_milk'],['sausage'],0.008955423377664907,0.05670757511637749,0.9396627314134621
['sausage'],['whole_milk'],0.008955423377664907,0.14839424141749724,0.9396627314134623
['bottled_water'],['canned_beer'],0.0014702933903628951,0.024229074889867842,0.5164382444118127
['canned_beer'],['bottled_water'],0.0014702933903628951,0.03133903133903134,0.5164382444118127
['frozen_vegetables'],['sausage'],0.0020717770500568067,0.07398568019093078,1.2259664813919129
['sausage'],['frozen_vegetables'],0.0020717770500568067,0.03433001107419712,1.2259664813919129
['herbs'],['whole_milk'],0.0011361358016440553,0.10759493670886076,0.6813131773062563
['soda'],['oil'],0.001804450979081735,0.018582243633860976,1.2468435492980348
['oil'],['soda'],0.001804450979081735,0.1210762331838565,1.2468435492980352
['rolls/buns'],"['other_vegetables', 'soda']",0.0011361358016440553,0.010328068043742407,1.0657853940587423
"['other_vegetables', 'rolls/buns']",['soda'],0.0011361358016440553,0.10759493670886076,1.108013102529032
['soda'],"['other_vegetables', 'rolls/buns']",0.0011361358016440553,0.01169993117687543,1.1080131025290318
"['other_vegetables', 'soda']",['rolls/buns'],0.0011361358016440553,0.11724137931034483,1.0657853940587423
"['soda', 'rolls/buns']",['other_vegetables'],0.0011361358016440553,0.14049586776859505,1.150651160055549
['chicken'],['citrus_fruit'],0.0012029673193878234,0.04316546762589928,0.8124338265236867
['citrus_fruit'],['chicken'],0.0012029673193878234,0.022641509433962263,0.8124338265236867
['chicken'],['sausage'],0.0010693042839002875,0.03836930455635491,0.6357916988668201
['sausage'],['chicken'],0.0010693042839002875,0.017718715393133997,0.6357916988668202
['pot_plants'],['whole_milk'],0.0010024727661565194,0.1282051282051282,0.8118211313302299
